param_value,timestep,communication_style,mean_ranking,std_ranking,count
1.0,0,Aggressive,6.125,2.6095560175431474,24
1.0,0,Assertive,5.527777777777778,2.6778041229027414,36
1.0,0,Passive,5.0,2.65114530506561,36
1.0,0,Passive-Aggressive,3.8333333333333335,2.46129458100666,24
1.0,1,Aggressive,6.125,2.6095560175431474,24
1.0,1,Assertive,7.444444444444445,1.9338258814284552,36
1.0,1,Passive,5.472222222222222,2.912888709669601,36
1.0,1,Passive-Aggressive,4.208333333333333,2.9632409793078383,24
1.0,2,Aggressive,6.125,2.6095560175431474,24
1.0,2,Assertive,7.75,1.857417562100671,36
1.0,2,Passive,5.611111111111111,3.0824644850488223,36
1.0,2,Passive-Aggressive,4.416666666666667,3.255986682307272,24
1.0,3,Aggressive,6.166666666666667,2.6320213205603133,24
1.0,3,Assertive,8.055555555555555,1.941199105773019,36
1.0,3,Passive,5.555555555555555,3.093259440825158,36
1.0,3,Passive-Aggressive,4.375,3.227766760605476,24
1.0,4,Aggressive,6.166666666666667,2.6320213205603133,24
1.0,4,Assertive,8.027777777777779,1.6298310361350976,36
1.0,4,Passive,5.777777777777778,3.154236254500659,36
1.0,4,Passive-Aggressive,4.416666666666667,3.2693127407914724,24
1.0,5,Aggressive,6.166666666666667,2.6320213205603133,24
1.0,5,Assertive,8.166666666666666,1.2761549390929885,36
1.0,5,Passive,6.111111111111111,2.8862014361715524,36
1.0,5,Passive-Aggressive,4.375,3.145908315643478,24
1.0,6,Aggressive,6.166666666666667,2.6320213205603133,24
1.0,6,Assertive,8.416666666666666,1.2955969390869324,36
1.0,6,Passive,6.305555555555555,2.754937846791201,36
1.0,6,Passive-Aggressive,4.291666666666667,3.0571252006997724,24
1.0,7,Aggressive,6.25,2.6580476653559746,24
1.0,7,Assertive,8.555555555555555,1.2749105166233532,36
1.0,7,Passive,6.555555555555555,2.6125460427324194,36
1.0,7,Passive-Aggressive,4.833333333333333,3.1161105448196524,24
1.0,8,Aggressive,6.25,2.6580476653559746,24
1.0,8,Assertive,8.305555555555555,1.5642331657478041,36
1.0,8,Passive,6.527777777777778,2.602044373302446,36
1.0,8,Passive-Aggressive,4.75,2.9672121302810415,24
1.0,9,Aggressive,6.75,2.231201664925252,24
1.0,9,Assertive,8.305555555555555,1.6003471845543742,36
1.0,9,Passive,6.611111111111111,2.6648803540848323,36
1.0,9,Passive-Aggressive,5.291666666666667,3.2367343535363413,24
1.0,10,Aggressive,6.75,2.231201664925252,24
1.0,10,Assertive,8.222222222222221,1.551241182521018,36
1.0,10,Passive,6.777777777777778,2.5535533909896855,36
1.0,10,Passive-Aggressive,5.208333333333333,3.161991209000604,24
1.0,11,Aggressive,7.125,2.21285768418007,24
1.0,11,Assertive,8.527777777777779,1.3624790663893542,36
1.0,11,Passive,6.944444444444445,2.6180084518519515,36
1.0,11,Passive-Aggressive,5.708333333333333,3.2367343535363413,24
1.0,12,Aggressive,7.041666666666667,2.136212956870511,24
1.0,12,Assertive,8.472222222222221,1.2980449279283959,36
1.0,12,Passive,7.083333333333333,2.567655962713296,36
1.0,12,Passive-Aggressive,6.083333333333333,3.215677177538959,24
1.0,13,Aggressive,7.208333333333333,2.126012120433909,24
1.0,13,Assertive,8.63888888888889,0.6825489109748955,36
1.0,13,Passive,7.027777777777778,2.5353062493075225,36
1.0,13,Passive-Aggressive,6.041666666666667,3.1688588903052577,24
1.0,14,Aggressive,7.208333333333333,2.126012120433909,24
1.0,14,Assertive,8.75,1.1307393283031362,36
1.0,14,Passive,7.472222222222222,2.235890504744441,36
1.0,14,Passive-Aggressive,6.0,3.134658985682772,24
1.0,15,Aggressive,7.208333333333333,2.126012120433909,24
1.0,15,Assertive,8.75,0.554204706893452,36
1.0,15,Passive,7.527777777777778,2.1972204663569324,36
1.0,15,Passive-Aggressive,6.291666666666667,2.9705681884647652,24
2.0,0,Aggressive,4.375,2.960794546709732,24
2.0,0,Assertive,5.527777777777778,2.5577457833145756,36
2.0,0,Passive,5.222222222222222,2.9962940072325646,36
2.0,0,Passive-Aggressive,5.333333333333333,2.2778072344036158,24
2.0,1,Aggressive,4.375,2.960794546709732,24
2.0,1,Assertive,7.361111111111111,2.002181350110464,36
2.0,1,Passive,5.777777777777778,2.9579057370386823,36
2.0,1,Passive-Aggressive,6.041666666666667,2.5956345737756905,24
2.0,2,Aggressive,4.375,2.960794546709732,24
2.0,2,Assertive,7.638888888888889,2.1267383179450805,36
2.0,2,Passive,5.638888888888889,2.86009767842966,36
2.0,2,Passive-Aggressive,6.041666666666667,2.612331403616096,24
2.0,3,Aggressive,4.375,2.960794546709732,24
2.0,3,Assertive,7.777777777777778,1.725623880739305,36
2.0,3,Passive,5.888888888888889,2.973961069759395,36
2.0,3,Passive-Aggressive,6.0,2.536687329706926,24
2.0,4,Aggressive,4.666666666666667,2.958652258783684,24
2.0,4,Assertive,7.944444444444445,1.351072472296296,36
2.0,4,Passive,6.222222222222222,2.7267050876324403,36
2.0,4,Passive-Aggressive,6.375,2.5162515254104534,24
2.0,5,Aggressive,4.666666666666667,2.958652258783684,24
2.0,5,Assertive,7.583333333333333,1.7133926245067956,36
2.0,5,Passive,6.472222222222222,2.6778041229027414,36
2.0,5,Passive-Aggressive,6.75,2.418227881519135,24
2.0,6,Aggressive,4.75,2.9818290272626444,24
2.0,6,Assertive,7.722222222222222,1.5966234212256656,36
2.0,6,Passive,6.138888888888889,2.7166447559735762,36
2.0,6,Passive-Aggressive,6.416666666666667,2.569328565085111,24
2.0,7,Aggressive,6.041666666666667,2.9411498293763576,24
2.0,7,Assertive,7.75,1.2041594578792296,36
2.0,7,Passive,6.638888888888889,2.779031463120897,36
2.0,7,Passive-Aggressive,6.916666666666667,2.7173623186859888,24
2.0,8,Aggressive,6.291666666666667,2.9263297485248394,24
2.0,8,Assertive,8.222222222222221,1.3545924239123133,36
2.0,8,Passive,7.583333333333333,2.169595090597058,36
2.0,8,Passive-Aggressive,7.833333333333333,1.8804871400937508,24
2.0,9,Aggressive,6.666666666666667,2.565094568418002,24
2.0,9,Assertive,8.36111111111111,1.3763881881375057,36
2.0,9,Passive,7.222222222222222,2.5083985911460505,36
2.0,9,Passive-Aggressive,8.291666666666666,0.7506036218280918,24
2.0,10,Aggressive,7.0,2.303116980547657,24
2.0,10,Assertive,8.38888888888889,0.8710511803161506,36
2.0,10,Passive,7.916666666666667,2.0476467329246866,36
2.0,10,Passive-Aggressive,8.083333333333334,1.0598058340078627,24
2.0,11,Aggressive,7.916666666666667,1.3160106602801567,24
2.0,11,Assertive,8.416666666666666,1.250714081749188,36
2.0,11,Passive,8.13888888888889,1.4172967786353565,36
2.0,11,Passive-Aggressive,8.083333333333334,1.1389036172018085,24
2.0,12,Aggressive,8.083333333333334,1.2825472842090007,24
2.0,12,Assertive,8.61111111111111,0.5491696473652761,36
2.0,12,Passive,8.25,1.6966353257466464,36
2.0,12,Passive-Aggressive,8.0,1.06321906614239,24
2.0,13,Aggressive,8.416666666666666,1.0179547554081032,24
2.0,13,Assertive,8.666666666666666,0.5855400437691202,36
2.0,13,Passive,8.5,1.3627702877384937,36
2.0,13,Passive-Aggressive,8.125,1.034723235417589,24
2.0,14,Aggressive,8.541666666666666,0.832970935693524,24
2.0,14,Assertive,8.583333333333334,0.6035608621222176,36
2.0,14,Passive,8.472222222222221,1.362479066389354,36
2.0,14,Passive-Aggressive,8.125,1.0347232354175888,24
2.0,15,Aggressive,8.583333333333334,1.0598058340078624,24
2.0,15,Assertive,8.555555555555555,0.6522245206957689,36
2.0,15,Passive,8.555555555555555,0.50395263067897,36
2.0,15,Passive-Aggressive,8.541666666666666,0.5882299658752719,24
3.0,0,Aggressive,5.416666666666667,3.295803216300954,24
3.0,0,Assertive,6.0,2.9568322818274866,36
3.0,0,Passive,5.777777777777778,3.1632813985400046,36
3.0,0,Passive-Aggressive,5.208333333333333,2.653613888015109,24
3.0,1,Aggressive,5.416666666666667,3.295803216300954,24
3.0,1,Assertive,7.666666666666667,1.8516401995451028,36
3.0,1,Passive,5.75,2.9796931769179573,36
3.0,1,Passive-Aggressive,5.708333333333333,2.9996980524374615,24
3.0,2,Aggressive,5.416666666666667,3.295803216300954,24
3.0,2,Assertive,7.444444444444445,1.779958979373954,36
3.0,2,Passive,5.25,2.611786471254603,36
3.0,2,Passive-Aggressive,5.625,2.960794546709732,24
3.0,3,Aggressive,5.583333333333333,3.0633409818390267,24
3.0,3,Assertive,7.416666666666667,1.7627089541790095,36
3.0,3,Passive,6.0,2.4494897427831783,36
3.0,3,Passive-Aggressive,6.708333333333333,2.2932636069615926,24
3.0,4,Aggressive,5.958333333333333,3.0571252006997724,24
3.0,4,Assertive,7.805555555555555,0.821825301020129,36
3.0,4,Passive,6.555555555555555,2.248103256963135,36
3.0,4,Passive-Aggressive,6.583333333333333,2.263446134944921,24
3.0,5,Aggressive,5.958333333333333,3.0571252006997724,24
3.0,5,Assertive,7.722222222222222,0.9444911286314402,36
3.0,5,Passive,6.777777777777778,2.166117146431257,36
3.0,5,Passive-Aggressive,6.791666666666667,1.6675722177612806,24
3.0,6,Aggressive,6.083333333333333,3.0915968389317445,24
3.0,6,Assertive,8.027777777777779,0.7740842003337551,36
3.0,6,Passive,7.5,1.7647338933351153,36
3.0,6,Passive-Aggressive,6.833333333333333,1.761093204621016,24
3.0,7,Aggressive,6.0,3.064523510731495,24
3.0,7,Assertive,8.194444444444445,0.8886408384057867,36
3.0,7,Passive,7.333333333333333,1.7402791237532638,36
3.0,7,Passive-Aggressive,7.25,1.8708286933869707,24
3.0,8,Aggressive,6.041666666666667,3.099497387960025,24
3.0,8,Assertive,8.11111111111111,0.8873001675315898,36
3.0,8,Passive,7.416666666666667,1.6797108594721208,36
3.0,8,Passive-Aggressive,7.458333333333333,1.6412923504696366,24
3.0,9,Aggressive,6.083333333333333,3.133502924796807,24
3.0,9,Assertive,8.166666666666666,0.7367883976130074,36
3.0,9,Passive,7.583333333333333,1.3809934312453689,36
3.0,9,Passive-Aggressive,7.333333333333333,1.5227739752537621,24
3.0,10,Aggressive,6.166666666666667,3.031238327334466,24
3.0,10,Assertive,7.972222222222222,0.7740842003337551,36
3.0,10,Passive,7.5,1.4442002235542988,36
3.0,10,Passive-Aggressive,7.375,1.4981873105160464,24
3.0,11,Aggressive,6.416666666666667,3.091596838931744,24
3.0,11,Assertive,7.75,1.0790207200446682,36
3.0,11,Passive,7.25,1.518928193544006,36
3.0,11,Passive-Aggressive,6.833333333333333,1.8336626845141697,24
3.0,12,Aggressive,7.083333333333333,2.8424830949237916,24
3.0,12,Assertive,7.75,0.9063269671749657,36
3.0,12,Passive,7.611111111111111,1.2711699398086065,36
3.0,12,Passive-Aggressive,7.083333333333333,1.6396358733272003,24
3.0,13,Aggressive,7.083333333333333,2.842483094923791,24
3.0,13,Assertive,8.166666666666666,0.7367883976130072,36
3.0,13,Passive,7.5,1.1588171308956141,36
3.0,13,Passive-Aggressive,7.625,1.7147062113681018,24
3.0,14,Aggressive,6.916666666666667,2.827145843989731,24
3.0,14,Assertive,8.25,0.8409178658720823,36
3.0,14,Passive,7.861111111111111,0.8333333333333335,36
3.0,14,Passive-Aggressive,7.875,1.0759222535351587,24
3.0,15,Aggressive,6.958333333333333,2.8049516258196694,24
3.0,15,Assertive,8.194444444444445,0.8558853209044321,36
3.0,15,Passive,7.861111111111111,0.9305229797662259,36
3.0,15,Passive-Aggressive,7.875,0.7974142996067926,24
4.0,0,Aggressive,5.25,3.110291472431203,24
4.0,0,Assertive,5.222222222222222,2.799092823562776,36
4.0,0,Passive,5.472222222222222,3.1666666666666665,36
4.0,0,Passive-Aggressive,5.25,2.625129396396697,24
4.0,1,Aggressive,5.25,3.110291472431203,24
4.0,1,Assertive,7.611111111111111,1.643650602040258,36
4.0,1,Passive,5.444444444444445,3.0184617127124715,36
4.0,1,Passive-Aggressive,5.583333333333333,2.8424830949237916,24
4.0,2,Aggressive,5.25,3.110291472431203,24
4.0,2,Assertive,7.777777777777778,1.7746003350631794,36
4.0,2,Passive,5.0,2.6511453050656106,36
4.0,2,Passive-Aggressive,5.416666666666667,2.764946208560283,24
4.0,3,Aggressive,5.25,3.110291472431203,24
4.0,3,Assertive,7.666666666666667,1.4540583599999397,36
4.0,3,Passive,6.055555555555555,2.6288992204173804,36
4.0,3,Passive-Aggressive,6.333333333333333,2.5137304111042105,24
4.0,4,Aggressive,5.125,3.0547539572165934,24
4.0,4,Assertive,8.083333333333334,1.0790207200446684,36
4.0,4,Passive,6.333333333333333,2.4260491103261463,36
4.0,4,Passive-Aggressive,6.791666666666667,2.2453655975512468,24
4.0,5,Aggressive,5.833333333333333,3.0880789957606285,24
4.0,5,Assertive,8.25,1.2041594578792296,36
4.0,5,Passive,6.555555555555555,2.335373257954337,36
4.0,5,Passive-Aggressive,7.041666666666667,2.0319013727063124,24
4.0,6,Aggressive,6.208333333333333,3.106503230135224,24
4.0,6,Assertive,8.027777777777779,1.1828805304029435,36
