param_value,timestep,variance,bimodality_kurtosis
0.25,0,7.798975,-1.1625127985212578
0.25,1,7.530740712860854,-1.0885189321434094
0.25,2,7.206240234375,-1.009979825881834
0.25,3,6.174521484375,-0.41930903015117105
0.25,4,5.664052734375001,-0.04573025996746782
0.25,5,5.086318359375,0.5354198905362759
0.25,6,4.410927734374999,1.4007015084915437
0.25,7,3.8847558593750002,1.7031763831252071
0.25,8,3.3927734375,3.098065809690162
0.25,9,2.885,3.354903748246624
0.25,10,3.35863444738161,3.3958017317180085
0.25,11,3.0674954077491563,3.792913626013603
0.25,12,3.0191836734693878,4.66121540838557
0.25,13,3.171377551020408,5.305614952741969
0.25,14,3.191020408163265,5.415860087913309
0.25,15,3.1370024919900317,5.280295977633482
0.25,16,2.598888888888889,6.839826237666381
0.25,17,2.2549305555555557,8.241165462794996
0.25,18,2.184375,6.67055941350918
0.25,19,1.6160416666666666,8.95831658178338
0.25,20,1.4247222222222222,9.72005715210848
0.5,0,7.671597222222222,-1.1186352645226814
0.5,1,5.584375,-0.809484278202738
0.5,2,5.434375,-0.7226027000903734
0.5,3,4.984999999999999,-0.14645642041470364
0.5,4,4.969375000000001,-0.17225373985653425
0.5,5,3.98359375,0.06826059937920315
0.5,6,3.8650000000000007,0.42926954172935394
0.5,7,4.06859375,0.5281594132831287
0.5,8,4.449843749999999,0.5796739527056651
0.5,9,2.2193750000000003,3.3561723324948955
0.5,10,1.4600000000000002,6.746293863764304
0.5,11,1.2610937500000001,3.130710698958584
0.5,12,0.9935937499999999,2.6870399326792738
0.5,13,0.7619555555555555,3.0068365484298303
0.5,14,0.499375,2.318282709456911
0.5,15,0.33999999999999997,-0.20415224913494834
0.5,16,0.41,0.40987507436050175
0.5,17,0.2743749999999999,2.028185823029152
0.5,18,0.5193749999999999,-0.515763270732057
0.5,19,0.36,0.30787037037036846
0.5,20,0.29437499999999994,-0.5258090253830479
