param_value,timestep,variance,bimodality_kurtosis
0.2,0,8.688263888888889,-1.3387569488540756
0.2,1,8.733055555555556,-1.4371405487820486
0.2,2,8.266388888888889,-1.3434695845959046
0.2,3,6.829930555555555,-0.4872549339099974
0.2,4,5.05826388888889,0.7469073216208173
0.2,5,4.59888888888889,1.153725915240277
0.2,6,3.584375,2.037549150241447
0.2,7,3.1110416666666665,3.189299740945616
0.2,8,2.6465972222222223,4.726939178994717
0.2,9,2.613263888888889,3.0157555783546197
0.2,10,3.158263888888889,2.0667911993851504
0.2,11,3.116388888888888,1.152036919656143
0.2,12,2.417708333333333,1.4257849531867315
0.2,13,1.9665972222222226,1.463881740457496
0.2,14,1.6808333333333332,2.9424325557992574
0.2,15,1.759375,2.428433064432169
0.5,0,8.556666666666667,-1.2956329390640156
0.5,1,8.099930555555556,-1.1588115093848395
0.5,2,7.182708333333333,-0.6235887245767433
0.5,3,6.783055555555555,-0.11481602246604616
0.5,4,5.176388888888889,1.0245583879490843
0.5,5,4.538888888888889,2.2505134916081007
0.5,6,4.116388888888888,2.9032815029133454
0.5,7,4.136041666666667,2.8589926063857902
0.5,8,2.895555555555555,6.20222283543084
0.5,9,2.4363888888888896,7.491663202606626
0.5,10,1.948888888888889,9.061574521309177
0.5,11,1.8277083333333337,9.436541727660964
0.5,12,1.691041666666667,11.169883432500784
0.5,13,1.4415972222222229,17.6269545505984
0.5,14,1.3497222222222227,19.413139524083146
0.5,15,1.4830555555555553,17.1859334042708
0.7,0,8.166666666666666,-1.1142857142857139
0.7,1,8.721597222222222,-1.3872898975763441
0.7,2,7.714930555555554,-0.9515430824377136
0.7,3,6.076041666666667,0.41089888342863956
0.7,4,4.708263888888889,2.111630931040154
0.7,5,3.545555555555555,4.9060625794440496
0.7,6,3.1497222222222225,6.555474258844905
0.7,7,2.861041666666667,7.856643046900286
0.7,8,1.2299305555555553,6.978703828102313
0.7,9,0.5299305555555555,0.8011077246472107
0.7,10,0.3832638888888889,1.1136357719388759
0.7,11,0.4882638888888888,11.72190333072177
0.7,12,0.4663888888888889,2.668479812815784
0.7,13,0.2749305555555556,-0.9956363154258407
0.7,14,0.3233333333333333,0.16165373578488396
0.7,15,0.40305555555555556,2.739237798405151
1.0,0,8.012222222222222,-1.1276118988076604
1.0,1,7.138263888888888,-1.2550454511465083
1.0,2,3.566388888888889,3.206779466971475
1.0,3,2.7030555555555558,5.9924647353549485
1.0,4,1.0410416666666664,9.523967171978196
1.0,5,1.2299305555555557,5.192748537766345
1.0,6,0.882222222222222,13.964754550818803
1.0,7,0.9122222222222222,9.822145833858784
1.0,8,1.0833333333333333,5.165680473372783
1.0,9,1.3597222222222218,2.0999539877780755
1.0,10,1.1933333333333331,5.673909990324903
1.0,11,1.1455555555555554,6.039740874782806
1.0,12,1.126388888888889,7.563635644901099
1.0,13,1.1030555555555557,6.262131376681394
1.0,14,1.0382638888888889,6.682467451329357
1.0,15,0.9832638888888889,7.160074731859519
