param_name,param_value,trial_id,initial_variance,final_variance,variance_reduction,initial_range,final_range,final_mean,final_std,converged
p,0.2,0,10.230128205128205,0.4608974358974359,0.9549470518109547,9,3,8.525,0.6788942744621109,True
p,0.2,1,6.246153846153845,2.141025641025641,0.6572249589385748,9,6,7.75,1.4632243987255136,False
p,0.2,2,9.035897435897436,2.079487179487179,0.7698637911379045,9,5,7.35,1.4420427107014477,False
p,0.5,0,8.07628205128205,3.3205128205128207,0.5888562584259176,9,8,7.75,1.822227433805347,False
p,0.5,1,9.250641025641025,0.31794871794871793,0.965629547491467,9,2,8.7,0.563869415688347,True
p,0.5,2,8.643589743589745,0.41025641025641024,0.9525363393541534,9,2,8.5,0.6405126152203485,True
p,0.7,0,7.515384615384616,0.40769230769230763,0.9457523029556859,9,3,7.95,0.6385078759829886,True
p,0.7,1,7.887179487179487,0.07628205128205127,0.9903283484919951,9,2,8.025,0.27619205506685246,True
p,0.7,2,7.997435897435897,0.21474358974358973,0.9731484450022595,9,2,8.875,0.46340434799814917,True
p,1.0,0,7.6923076923076925,0.19487179487179487,0.9746666666539959,9,2,8.1,0.4414428557263045,True
p,1.0,1,8.958333333333334,1.8461538461538463,0.7939177101879176,9,6,7.5,1.3587324409735149,False
p,1.0,2,7.7891025641025635,0.27628205128205124,0.9645296683276712,9,2,8.675,0.5256253906367645,True
