Timestamp,Trial #,Graph Type,Param Value,Communication Style,Bot Present,Agreement Level,Is DeGroot Baseline
5,0,random_geometric,0.25,Aggressive,Y,4.8451838042586495,True
5,0,random_geometric,0.25,Aggressive,Y,4.600365169145528,True
5,0,random_geometric,0.25,Aggressive,Y,4.623341519641727,True
5,0,random_geometric,0.25,Aggressive,Y,4.705172138503013,True
5,0,random_geometric,0.25,Aggressive,Y,4.604820479197044,True
5,0,random_geometric,0.25,Aggressive,Y,4.600859432934431,True
5,0,random_geometric,0.25,Aggressive,Y,5.208670557894541,True
5,0,random_geometric,0.25,Aggressive,Y,4.911715827063351,True
5,0,random_geometric,0.25,Passive,Y,4.8351186719277335,True
5,0,random_geometric,0.25,Passive,Y,5.582349791013098,True
5,0,random_geometric,0.25,Passive,Y,4.4431701218116535,True
5,0,random_geometric,0.25,Passive,Y,4.565458523508999,True
5,0,random_geometric,0.25,Passive,Y,4.1425725263650435,True
5,0,random_geometric,0.25,Passive,Y,3.9779427113108645,True
5,0,random_geometric,0.25,Passive,Y,4.629011194076465,True
5,0,random_geometric,0.25,Passive,Y,5.593805085200104,True
5,0,random_geometric,0.25,Passive,Y,3.9120459440310795,True
5,0,random_geometric,0.25,Passive,Y,4.626047358323222,True
5,0,random_geometric,0.25,Passive,Y,3.9158132352662496,True
5,0,random_geometric,0.25,Passive,Y,3.975556244488536,True
5,0,random_geometric,0.25,Passive-Aggressive,Y,4.612878726021762,True
5,0,random_geometric,0.25,Passive-Aggressive,Y,3.9158132352662496,True
5,0,random_geometric,0.25,Passive-Aggressive,Y,5.462932265764365,True
5,0,random_geometric,0.25,Passive-Aggressive,Y,5.562778975133032,True
5,0,random_geometric,0.25,Passive-Aggressive,Y,4.604820479197044,True
5,0,random_geometric,0.25,Passive-Aggressive,Y,3.226267667500385,True
5,0,random_geometric,0.25,Passive-Aggressive,Y,4.626907923504598,True
5,0,random_geometric,0.25,Passive-Aggressive,Y,4.6053158014841316,True
5,0,random_geometric,0.25,Passive-Aggressive,Y,1.0,True
6,0,random_geometric,0.25,Assertive,Y,4.76116221023114,True
6,0,random_geometric,0.25,Assertive,Y,3.606269131582493,True
6,0,random_geometric,0.25,Assertive,Y,4.357921277471456,True
6,0,random_geometric,0.25,Assertive,Y,4.613641731369047,True
6,0,random_geometric,0.25,Assertive,Y,4.357921277471456,True
6,0,random_geometric,0.25,Assertive,Y,5.385141809249731,True
6,0,random_geometric,0.25,Assertive,Y,4.607341595572758,True
6,0,random_geometric,0.25,Assertive,Y,5.486331721619882,True
6,0,random_geometric,0.25,Assertive,Y,4.607121525367334,True
6,0,random_geometric,0.25,Assertive,Y,4.614058080716348,True
6,0,random_geometric,0.25,Assertive,Y,3.648468419633546,True
6,0,random_geometric,0.25,Assertive,Y,4.749476958994805,True
6,0,random_geometric,0.25,Aggressive,Y,4.76116221023114,True
6,0,random_geometric,0.25,Aggressive,Y,4.468624536811674,True
6,0,random_geometric,0.25,Aggressive,Y,4.618095130691239,True
6,0,random_geometric,0.25,Aggressive,Y,4.676572685675401,True
6,0,random_geometric,0.25,Aggressive,Y,4.607340529456434,True
6,0,random_geometric,0.25,Aggressive,Y,4.583957856842694,True
6,0,random_geometric,0.25,Aggressive,Y,5.09711231293398,True
6,0,random_geometric,0.25,Aggressive,Y,4.82420485453012,True
6,0,random_geometric,0.25,Passive,Y,4.720055184987625,True
6,0,random_geometric,0.25,Passive,Y,5.486331721619882,True
6,0,random_geometric,0.25,Passive,Y,4.321222955166715,True
6,0,random_geometric,0.25,Passive,Y,4.4447302289747155,True
6,0,random_geometric,0.25,Passive,Y,4.242170990460936,True
6,0,random_geometric,0.25,Passive,Y,3.850199373236615,True
6,0,random_geometric,0.25,Passive,Y,4.623996685455148,True
6,0,random_geometric,0.25,Passive,Y,5.497252757836046,True
6,0,random_geometric,0.25,Passive,Y,3.784313734506054,True
6,0,random_geometric,0.25,Passive,Y,4.619887653574613,True
6,0,random_geometric,0.25,Passive,Y,3.7858781697980604,True
6,0,random_geometric,0.25,Passive,Y,3.6009119559944605,True
6,0,random_geometric,0.25,Passive-Aggressive,Y,4.611863463881455,True
6,0,random_geometric,0.25,Passive-Aggressive,Y,3.7858781697980604,True
6,0,random_geometric,0.25,Passive-Aggressive,Y,5.359765071266403,True
6,0,random_geometric,0.25,Passive-Aggressive,Y,5.463284364265441,True
6,0,random_geometric,0.25,Passive-Aggressive,Y,4.607340529456434,True
6,0,random_geometric,0.25,Passive-Aggressive,Y,2.9984604489591984,True
6,0,random_geometric,0.25,Passive-Aggressive,Y,4.621191016503449,True
6,0,random_geometric,0.25,Passive-Aggressive,Y,4.609059489128853,True
6,0,random_geometric,0.25,Passive-Aggressive,Y,1.0,True
7,0,random_geometric,0.25,Assertive,Y,4.678620858821441,True
7,0,random_geometric,0.25,Assertive,Y,3.491203941920813,True
7,0,random_geometric,0.25,Assertive,Y,4.408646557769812,True
7,0,random_geometric,0.25,Assertive,Y,4.612981922035063,True
7,0,random_geometric,0.25,Assertive,Y,4.408646557769812,True
7,0,random_geometric,0.25,Assertive,Y,5.28048053695038,True
7,0,random_geometric,0.25,Assertive,Y,4.609431223144163,True
7,0,random_geometric,0.25,Assertive,Y,5.38532256575432,True
7,0,random_geometric,0.25,Assertive,Y,4.605820210692793,True
7,0,random_geometric,0.25,Assertive,Y,4.611039907262295,True
7,0,random_geometric,0.25,Assertive,Y,3.522542063165546,True
7,0,random_geometric,0.25,Assertive,Y,4.657323411098957,True
7,0,random_geometric,0.25,Aggressive,Y,4.678620858821441,True
7,0,random_geometric,0.25,Aggressive,Y,4.347020256575896,True
7,0,random_geometric,0.25,Aggressive,Y,4.615623080858109,True
7,0,random_geometric,0.25,Aggressive,Y,4.641203067800788,True
7,0,random_geometric,0.25,Aggressive,Y,4.60685831131015,True
7,0,random_geometric,0.25,Aggressive,Y,4.564700705841059,True
7,0,random_geometric,0.25,Aggressive,Y,4.987835740334571,True
7,0,random_geometric,0.25,Aggressive,Y,4.742577421046987,True
7,0,random_geometric,0.25,Passive,Y,4.6119380365307965,True
7,0,random_geometric,0.25,Passive,Y,5.38532256575432,True
7,0,random_geometric,0.25,Passive,Y,4.209985257492537,True
7,0,random_geometric,0.25,Passive,Y,4.3308927230906455,True
7,0,random_geometric,0.25,Passive,Y,4.319337848467949,True
7,0,random_geometric,0.25,Passive,Y,3.7347966803467196,True
7,0,random_geometric,0.25,Passive,Y,4.619748594224982,True
7,0,random_geometric,0.25,Passive,Y,5.396459965541624,True
7,0,random_geometric,0.25,Passive,Y,3.6696382053667205,True
7,0,random_geometric,0.25,Passive,Y,4.6164561794560255,True
7,0,random_geometric,0.25,Passive,Y,3.6695584719507934,True
7,0,random_geometric,0.25,Passive,Y,3.2996862024768294,True
7,0,random_geometric,0.25,Passive-Aggressive,Y,4.610074883546721,True
7,0,random_geometric,0.25,Passive-Aggressive,Y,3.6695584719507934,True
7,0,random_geometric,0.25,Passive-Aggressive,Y,5.2543657044767995,True
7,0,random_geometric,0.25,Passive-Aggressive,Y,5.360697811071299,True
7,0,random_geometric,0.25,Passive-Aggressive,Y,4.60685831131015,True
7,0,random_geometric,0.25,Passive-Aggressive,Y,2.811960206146801,True
7,0,random_geometric,0.25,Passive-Aggressive,Y,4.617533394598757,True
7,0,random_geometric,0.25,Passive-Aggressive,Y,4.610225499365444,True
7,0,random_geometric,0.25,Passive-Aggressive,Y,1.0,True
8,0,random_geometric,0.25,Assertive,Y,4.597332183926655,True
