param_name,param_value,trial_id,initial_variance,final_variance,variance_reduction,initial_range,final_range,final_mean,final_std,converged
p,0.1,0,7.147619047619047,7.190476190476192,-0.0059960026648064125,9,9,6.761904761904762,2.6815063286287786,False
p,0.1,1,8.59047619047619,2.9142857142857137,0.6607538802583838,9,8,8.714285714285714,1.7071279138616748,False
p,0.1,2,11.414285714285715,3.7619047619047628,0.6704213600275014,9,8,7.809523809523809,1.9395630337539336,False
p,0.1,3,12.147619047619049,2.4619047619047616,0.7973343786684657,9,5,8.19047619047619,1.569045812557671,False
p,0.1,4,9.247619047619049,6.961904761904762,0.24716786817446426,9,9,7.809523809523809,2.6385421660274377,False
p,0.1,5,9.647619047619049,11.928571428571427,-0.23642645606862508,9,9,6.142857142857143,3.4537764010675946,False
p,0.1,6,8.22857142857143,6.628571428571429,0.19444444444208145,9,8,7.857142857142857,2.5746012173871566,False
p,0.1,7,7.947619047619047,7.347619047619048,0.07549430796789357,9,9,6.619047619047619,2.7106491930198287,False
p,0.1,8,10.857142857142858,9.761904761904763,0.10087719298152698,9,9,7.523809523809524,3.124404705204619,False
p,0.1,9,10.490476190476192,6.0,0.4280526554657336,9,9,8.0,2.449489742783178,False
p,0.3,0,9.161904761904761,1.1904761904761905,0.8700623700528735,9,4,7.904761904761905,1.0910894511799618,False
p,0.3,1,9.49047619047619,0.4619047619047619,0.9513296537782349,9,2,8.523809523809524,0.6796357567879738,True
p,0.3,2,7.890476190476191,0.7619047619047618,0.9034399517085261,9,3,8.523809523809524,0.8728715609439694,True
p,0.3,3,7.2142857142857135,0.8904761904761905,0.8765676567535261,9,3,8.761904761904763,0.9436504599035548,True
p,0.3,4,6.261904761904763,0.7476190476190477,0.8806083650049484,9,4,8.619047619047619,0.8646496675642961,True
p,0.3,5,9.34761904761905,3.5476190476190466,0.6204788588828173,9,8,7.619047619047619,1.8835124230062956,False
p,0.3,6,8.74761904761905,0.6904761904761905,0.9210669569845714,9,3,8.904761904761905,0.8309489698388166,True
p,0.3,7,7.19047619047619,2.8476190476190473,0.6039735099253752,9,6,7.9523809523809526,1.6874889770363086,False
p,0.3,8,8.033333333333333,2.6619047619047613,0.6686425607504201,8,8,8.19047619047619,1.6315344807587615,False
p,0.3,9,7.99047619047619,2.161904761904762,0.729439809287653,9,7,8.523809523809524,1.4703417160322843,False
p,0.5,0,9.247619047619049,1.7619047619047623,0.8094747682713702,9,6,8.523809523809524,1.3273676061682242,False
p,0.5,1,9.433333333333334,0.5619047619047617,0.9404341241697379,9,2,9.19047619047619,0.7496030695673289,True
p,0.5,2,9.528571428571428,0.9476190476190475,0.9005497251279803,9,3,9.047619047619047,0.9734572654303051,True
p,0.5,3,6.09047619047619,0.3285714285714285,0.9460516027991658,8,2,8.857142857142858,0.5732115042211108,True
p,0.5,4,10.661904761904761,0.41428571428571426,0.9611433675657954,9,2,8.714285714285714,0.6436503043467892,True
p,0.5,5,7.790476190476193,1.161904761904762,0.8508557457103496,9,4,8.476190476190476,1.0779168622415933,False
p,0.5,6,8.661904761904761,3.2904761904761903,0.6201209455673323,9,8,8.761904761904763,1.813966976126134,False
p,0.5,7,7.761904761904761,0.3571428571428571,0.9539877300490591,9,2,8.571428571428571,0.5976143046671968,True
p,0.5,8,7.228571428571428,0.8333333333333333,0.8847167325305804,9,4,8.333333333333334,0.9128709291752768,True
p,0.5,9,7.828571428571429,2.747619047619047,0.6490267639819773,9,7,8.047619047619047,1.6575943555704595,False
