param_value,timestep,mean_ranking,std_ranking,min_ranking,max_ranking,median_ranking
0.2,0,4.902439024390244,2.0780454015549394,1,7,3.0
0.2,1,4.934959349593496,2.0793277499655085,1,7,3.0
0.2,2,5.1138211382113825,2.1317400420995276,1,8,7.0
0.2,3,5.894308943089431,2.250001851110646,1,9,7.0
0.2,4,6.7317073170731705,2.0648231406488886,1,10,7.0
0.2,5,6.788617886178862,2.0051247151446763,1,9,7.0
0.2,6,7.105691056910569,1.721670024790938,1,9,8.0
0.2,7,6.902439024390244,1.7944113338880598,1,9,7.0
0.2,8,7.008130081300813,1.8084316860937901,1,9,8.0
0.2,9,7.040650406504065,1.7759706373280701,1,9,7.0
0.2,10,7.065040650406504,1.6730253219369389,1,9,8.0
0.2,11,6.926829268292683,1.7841319315847355,1,9,7.0
0.2,12,7.097560975609756,1.4954281921272168,1,9,7.0
0.2,13,7.105691056910569,1.3659381459370417,1,9,7.0
0.2,14,6.975609756097561,1.4956955431961498,1,9,7.0
0.2,15,6.975609756097561,1.3994343976573758,1,10,7.0
0.2,16,6.804878048780488,1.3947121248614374,1,9,7.0
0.2,17,6.463414634146342,1.7000129359528524,1,9,7.0
0.2,18,6.536585365853658,1.7048276819168522,1,9,7.0
0.2,19,6.7560975609756095,1.4840212506467187,1,9,7.0
0.2,20,6.373983739837398,1.8215394947354229,1,9,7.0
0.5,0,4.902439024390244,2.0780454015549394,1,7,3.0
0.5,1,4.902439024390244,2.0780454015549394,1,7,3.0
0.5,2,5.138211382113822,2.1665308193092767,1,8,7.0
0.5,3,5.845528455284553,2.340073280081389,1,9,7.0
0.5,4,6.227642276422764,2.2717546050881103,1,9,7.0
0.5,5,6.520325203252033,2.28806451780501,1,9,7.0
0.5,6,6.780487804878049,2.2599020193683486,1,9,8.0
0.5,7,6.926829268292683,2.120047678505449,1,9,8.0
0.5,8,7.276422764227642,1.930347853677895,1,9,8.0
0.5,9,7.203252032520325,1.8374936136545468,1,9,8.0
0.5,10,7.634146341463414,1.7521335597480918,1,9,8.0
0.5,11,7.284552845528455,2.163483549488133,1,9,8.0
0.5,12,7.317073170731708,2.120613401711918,1,9,8.0
0.5,13,7.528455284552845,1.7430198180453638,1,10,8.0
0.5,14,7.7073170731707314,1.716514326018699,1,9,8.0
0.5,15,7.544715447154472,1.7982324314121296,1,9,8.0
0.5,16,7.520325203252033,1.8876196889461851,1,9,8.0
0.5,17,6.59349593495935,2.8739571119870106,1,9,8.0
0.5,18,7.105691056910569,2.3912854356850346,1,9,8.0
0.5,19,7.154471544715447,2.419295793506602,1,9,8.0
0.5,20,7.260162601626016,2.2646151859768824,1,9,8.0
0.7,0,4.902439024390244,2.0780454015549394,1,7,3.0
0.7,1,4.902439024390244,2.081986103110821,1,8,3.0
0.7,2,5.048780487804878,2.1419068359857256,1,8,7.0
0.7,3,5.219512195121951,2.223335941983495,1,9,7.0
0.7,4,5.536585365853658,2.3198808721776123,1,9,7.0
0.7,5,6.609756097560975,2.074964531956257,1,9,7.0
0.7,6,7.008130081300813,2.1367047363829053,1,9,8.0
0.7,7,7.170731707317073,2.227647870285249,1,9,8.0
0.7,8,6.837398373983739,2.2190456660164033,1,9,8.0
0.7,9,7.837398373983739,2.0137803278535107,1,9,9.0
0.7,10,7.723577235772358,1.6757714788459694,1,9,8.0
0.7,11,8.048780487804878,1.658824680390273,1,10,8.0
0.7,12,7.91869918699187,1.5502167798432358,1,10,8.0
0.7,13,7.5772357723577235,1.5837708171742533,1,10,8.0
0.7,14,7.536585365853658,1.891710488571381,1,10,8.0
0.7,15,7.845528455284553,1.7274662594280528,1,10,8.0
0.7,16,8.008130081300813,1.5654881130562712,1,10,8.0
0.7,17,8.05691056910569,1.4217330281779235,1,10,8.0
0.7,18,7.837398373983739,1.5596026382311816,1,10,8.0
0.7,19,7.682926829268292,1.7802057035806778,1,10,8.0
0.7,20,7.658536585365853,1.9325904991966008,1,10,8.0
1.0,0,4.902439024390244,2.0780454015549394,1,7,3.0
1.0,1,4.902439024390244,2.0780454015549394,1,7,3.0
1.0,2,4.902439024390244,2.0780454015549394,1,7,3.0
1.0,3,4.926829268292683,2.0612376184690793,1,7,6.0
1.0,4,4.544715447154472,2.4835591611416414,1,8,3.0
1.0,5,5.2682926829268295,2.519020010891912,1,9,6.0
1.0,6,6.203252032520325,2.39178700458532,1,9,7.0
1.0,7,6.2682926829268295,2.3437155968419994,1,9,7.0
1.0,8,6.5528455284552845,2.211012867934618,1,9,7.0
1.0,9,6.040650406504065,3.0038182640878706,1,9,8.0
1.0,10,6.666666666666667,3.1353789392824867,1,10,8.0
1.0,11,6.300813008130081,3.3752594541427827,1,10,8.0
1.0,12,6.276422764227642,3.341985306224211,1,10,8.0
1.0,13,6.203252032520325,3.311577677580202,1,10,8.0
1.0,14,6.430894308943089,3.2620050678238295,1,10,8.0
1.0,15,6.333333333333333,3.0586257137529262,1,10,8.0
1.0,16,6.666666666666667,3.0451968809447845,1,10,8.0
1.0,17,6.512195121951219,2.9094697101709524,1,10,8.0
1.0,18,6.560975609756097,2.8143261764175627,1,10,8.0
1.0,19,6.569105691056911,2.7789646049604673,1,10,8.0
1.0,20,5.6016260162601625,3.3258545984166847,1,10,8.0
