param_value,timestep,variance,bimodality_kurtosis
0.2,0,4.145709495503734,-1.9022128027681664
0.2,1,4.168571864045116,-1.8947677830546548
0.2,2,4.314518450778168,-1.8396480576542045
0.2,3,4.949245541838134,-1.4492646299674043
0.2,4,4.60136496807736,-0.41012737565125423
0.2,5,3.847008416738641,1.4232310382565725
0.2,6,2.513336381649139,3.7093531151246264
0.2,7,2.685600094836492,2.571529183311476
0.2,8,2.413893546038036,4.367663104692922
0.2,9,2.216735253772291,4.895880305852368
0.2,10,1.903097427560162,5.660371845421016
0.2,11,2.231299429287541,6.3542024569369
0.2,12,1.7396060898575758,6.668869596487298
0.2,13,1.4698978814205148,8.45836206960322
0.2,14,1.7448559670781894,7.022272160911351
0.2,15,1.7735440058256704,6.441206284955401
0.2,16,1.9000491117546447,4.630988916656001
0.2,17,2.3319615912208502,3.538380622837373
0.2,18,2.3566529492455417,3.4092062270203476
0.2,19,1.9545800944977898,5.226783384164676
0.2,20,2.6831275720164616,2.798223493545109
0.5,0,4.145709495503734,-1.9022128027681664
0.5,1,4.145709495503734,-1.9022128027681664
0.5,2,4.460735998916154,-1.8169864300354364
0.5,3,5.070602381073345,-1.3901442907180845
0.5,4,4.820234042913513,-0.9001198263462262
0.5,5,4.588324950464867,-0.35168814899030965
0.5,6,3.5823807346441088,1.4579010579894645
0.5,7,2.9492455418381347,3.0581101135749043
0.5,8,2.800928042811902,3.6625007222793364
0.5,9,2.260664871547359,4.680930088246021
0.5,10,2.5185185185185186,5.974048442906575
0.5,11,3.0044200579180007,5.02346363733542
0.5,12,3.2780910769022342,4.137935443330991
0.5,13,2.163084895595184,6.7260068949717144
0.5,14,1.7383867635353687,12.749746286866149
0.5,15,1.9609815576893765,8.903930562742067
0.5,16,2.0917543057460755,11.982225747702481
0.5,17,4.9489745804332,3.066570390737181
0.5,18,3.5665294924554187,4.475744378698224
0.5,19,3.3528764246642617,5.323163783568077
0.5,20,3.3832579721925864,3.9469639228043754
0.7,0,4.145709495503734,-1.9022128027681664
0.7,1,4.1552947552033075,-1.8934119325635201
0.7,2,4.747447035512879,-1.623249468491946
0.7,3,5.079645717963047,-1.3165571719977298
0.7,4,5.554065267828414,-1.125199543346858
0.7,5,4.090467239072635,0.4845108874492672
0.7,6,3.1323815813985,3.755989508619205
0.7,7,3.3381428982709274,4.531802167861256
0.7,8,3.154837507832478,5.216650241693859
0.7,9,2.5590611187319,8.922818965740477
0.7,10,1.6756591982929436,14.480256980431111
0.7,11,1.67223831055564,14.843429345134222
0.7,12,1.6202137208081426,9.456151925456686
0.7,13,1.5640908398110045,10.80769872984026
0.7,14,2.4780097884807533,5.416844624184366
0.7,15,1.7424173144337753,14.19052053803033
0.7,16,1.7003844264932513,13.516789345763538
0.7,17,1.559653846805196,15.359351624895233
0.7,18,2.7359989161543794,4.012408578475723
0.7,19,3.3076597402157533,2.8790953703002167
0.7,20,2.5695608731731276,6.180908074817445
1.0,0,4.145709495503734,-1.9022128027681664
1.0,1,4.145709495503734,-1.9022128027681664
1.0,2,4.238683127572016,-1.8597850881327171
1.0,3,4.268387271588003,-1.766033289788442
1.0,4,5.928669410150892,-1.4779409544615423
1.0,5,5.912513336381649,-1.020412407479653
1.0,6,4.599298887364731,0.506564804788928
1.0,7,4.43187860929059,1.3207942793163525
1.0,8,3.386678859929888,4.438100720963187
1.0,9,6.1585124218869085,1.656885827432954
1.0,10,5.934596690883843,2.6689972775862074
1.0,11,7.008111907060238,1.3539898442752136
1.0,12,6.798353909465019,1.4569309194519535
1.0,13,6.821859811343123,1.3835205992660198
1.0,14,6.340192043895748,1.338638079015924
1.0,15,5.690426594861894,2.0860714239403846
1.0,16,5.256854476790462,2.32091756706387
1.0,17,5.165100171044388,2.5771518642197835
1.0,18,5.001507222814951,2.474225001603445
1.0,19,4.864197530864198,2.688976783735731
1.0,20,8.051347186235162,-0.5138858389970595
