param_value,timestep,variance,bimodality_kurtosis
2.0,7,4.232401348403728,1.8942287078911813
2.0,8,2.4445766408883602,7.532584771386134
2.0,9,4.9836737391764165,2.7513159094683406
2.0,10,3.2406636261484563,7.455967924421714
2.0,11,2.355344041245291,9.26902142087141
2.0,12,3.17509418996629,3.3117948198855833
2.0,13,2.276951550003305,8.673080405364441
2.0,14,2.593429836737392,8.202903562332525
2.0,15,2.105624958688611,13.24039634753932
2.0,16,3.8794368431489192,4.751633776206813
2.0,17,2.5747901381452833,4.158070851899207
2.0,18,2.05724106021548,9.12120085354178
2.0,19,1.883799325798136,14.965022227146818
2.0,20,2.5387005089563086,5.885823815345008
4.0,0,4.283164782867341,-1.8286296296296296
4.0,1,4.283164782867341,-1.8286296296296296
4.0,2,4.283164782867341,-1.8286296296296296
4.0,3,4.380461365589264,-1.7775961866023773
4.0,4,5.071980963712077,-1.5342869204594973
4.0,5,5.174829797078459,-1.2633504522953851
4.0,6,4.358913345231013,-0.3911993825669269
4.0,7,5.001520259105031,-0.8168849169190318
4.0,8,3.7287328970850675,2.1717640559578983
4.0,9,3.4080243241456802,1.955986951112867
4.0,10,4.970057505453103,1.3178413978376842
4.0,11,6.522704739242514,0.39410770552217933
4.0,12,5.503998942428448,1.5814130388428707
4.0,13,5.140987507436049,1.6277762177266935
4.0,14,7.197699781875867,0.5664708203729498
4.0,15,5.34139731641219,2.288332749767651
4.0,16,9.7509418996629,-0.950260120098577
4.0,17,10.902372926168288,-1.2722466134194028
4.0,18,7.258510146077071,0.41211335694980944
4.0,19,7.634741225461035,0.441380919259847
4.0,20,11.327913279132792,-1.5490105537876875
8.0,0,4.283164782867341,-1.8286296296296296
8.0,1,4.260294798069933,-1.8210375755442034
8.0,2,4.260294798069933,-1.8210375755442034
8.0,3,4.564875404851611,-1.7325367858409877
8.0,4,4.64525084275233,-1.6843638422215417
8.0,5,4.867076475642805,-1.5461808270343185
8.0,6,5.316015599180383,-1.1673068501431734
8.0,7,5.133981095908521,0.047407488176828494
8.0,8,4.194064379668187,1.0112714898710982
8.0,9,4.313834357855775,0.8915720455365412
8.0,10,2.7941040386013616,7.826664018477935
8.0,11,3.550399894242845,3.5611898931173203
8.0,12,3.5024125851014603,4.455065000053654
8.0,13,3.4036618414964637,4.228771561726598
8.0,14,3.092735805406835,5.539854119854798
8.0,15,3.1272390772688214,5.490394065159403
8.0,16,3.000330491109789,5.166611461459791
8.0,17,3.5399563751735075,3.412155470661281
8.0,18,4.249454689668848,2.4209646443542425
8.0,19,4.154802035825236,2.564558858486067
8.0,20,3.2858748099676123,6.620267552819721
