param_name,param_value,trial_id,initial_variance,final_variance,variance_reduction,initial_range,final_range,final_mean,final_std,converged
radius,0.25,0,4.390243902439025,1.6975609756097563,0.6133333333193629,6,8,7.951219512195122,1.302904822160758,False
radius,0.25,1,4.390243902439025,2.5609756097560976,0.41666666665717594,6,8,6.804878048780488,1.6003048490072438,False
radius,0.25,2,4.390243902439025,2.25609756097561,0.4861111111000386,6,8,7.487804878048781,1.5020311451416746,False
radius,0.5,0,4.390243902439025,2.7121951219512197,0.38222222221351604,6,8,7.2926829268292686,1.6468743491691222,False
radius,0.5,1,4.390243902439025,2.3890243902439026,0.45583333332295045,6,9,7.7560975609756095,1.5456469164216977,False
radius,0.5,2,4.390243902439025,4.180487804878048,0.04777777777668975,6,9,7.658536585365853,2.0446241231282705,False
radius,1.0,0,4.390243902439025,3.1487804878048777,0.28277777777133684,6,8,7.414634146341464,1.774480343031412,False
radius,1.0,1,4.390243902439025,2.745121951219512,0.37472222221368695,6,8,7.829268292682927,1.6568409553181356,False
radius,1.0,2,4.390243902439025,4.059756097560975,0.07527777777606323,6,8,8.121951219512194,2.014883643677961,False
radius,2.0,0,4.390243902439025,1.9121951219512194,0.5644444444315877,6,8,8.292682926829269,1.3828214353094255,False
radius,2.0,1,4.390243902439025,2.5621951219512193,0.41638888887940456,6,8,7.7073170731707314,1.6006858286219752,False
radius,2.0,2,4.390243902439025,2.569512195121951,0.4147222222127758,6,8,7.073170731707317,1.6029698048066754,False
radius,4.0,0,4.390243902439025,6.274390243902438,-0.4291666666568909,6,7,2.024390243902439,2.504873298971914,False
radius,4.0,1,4.390243902439025,6.539024390243901,-0.4894444444332955,6,8,7.2439024390243905,2.5571516165929427,False
radius,4.0,2,4.390243902439025,1.501219512195122,0.6580555555405666,6,8,7.7317073170731705,1.2252426340097384,False
radius,8.0,0,4.390243902439025,5.609756097560975,-0.27777777777145046,6,9,6.878048780487805,2.3684923680605294,False
radius,8.0,1,4.390243902439025,1.5475609756097561,0.6474999999852513,6,8,7.951219512195122,1.2440100383878565,False
radius,8.0,2,4.390243902439025,2.209756097560976,0.4966666666553537,6,8,7.878048780487805,1.486524839200804,False
