param_value,timestep,mean_ranking,std_ranking,min_ranking,max_ranking,median_ranking
1.0,20,7.788617886178862,1.8298617367831471,1,9,8.0
2.0,0,4.902439024390244,2.0780454015549394,1,7,3.0
2.0,1,4.91869918699187,2.098373671324421,1,8,3.0
2.0,2,4.975609756097561,2.1404129164763495,1,10,3.0
2.0,3,5.048780487804878,2.202285171363963,1,10,6.0
2.0,4,5.414634146341464,2.715851553405663,1,10,6.0
2.0,5,7.105691056910569,2.2317125972863496,1,10,8.0
2.0,6,7.162601626016261,2.0660169319122614,1,10,8.0
2.0,7,7.463414634146342,2.0656943536580883,1,9,8.0
2.0,8,7.7560975609756095,1.5699089637104013,1,9,8.0
2.0,9,7.67479674796748,2.241544896700435,1,9,9.0
2.0,10,8.05691056910569,1.8075470789874968,1,9,9.0
2.0,11,7.951219512195122,1.540989986970722,1,9,8.0
2.0,12,7.634146341463414,1.789167278981797,1,10,8.0
2.0,13,7.845528455284553,1.515128736213004,1,9,8.0
2.0,14,8.008130081300813,1.616999523299247,1,9,9.0
2.0,15,7.991869918699187,1.45701207258604,1,9,8.0
2.0,16,7.878048780487805,1.9776843797223262,1,9,9.0
2.0,17,7.479674796747967,1.6111781327163037,1,9,8.0
2.0,18,7.617886178861789,1.4401748823863685,1,9,8.0
2.0,19,8.048780487804878,1.3781292769107145,1,9,8.0
2.0,20,7.691056910569106,1.5998467206334248,1,9,8.0
4.0,0,4.902439024390244,2.0780454015549394,1,7,3.0
4.0,1,4.902439024390244,2.0780454015549394,1,7,3.0
4.0,2,4.902439024390244,2.0780454015549394,1,7,3.0
4.0,3,4.959349593495935,2.101515354837715,1,8,6.0
4.0,4,5.414634146341464,2.2613170008136274,1,9,7.0
4.0,5,5.544715447154472,2.284129250887399,1,9,6.0
4.0,6,6.2682926829268295,2.0963401782971056,1,9,7.0
4.0,7,6.252032520325203,2.245554792652054,1,9,7.0
4.0,8,7.317073170731708,1.9388904769190562,1,9,8.0
4.0,9,6.91869918699187,1.853633984839896,1,9,7.0
4.0,10,6.804878048780488,2.2384806636929673,1,10,8.0
4.0,11,6.560975609756097,2.564404323071369,1,10,8.0
4.0,12,6.991869918699187,2.3556556810914,1,10,8.0
4.0,13,6.926829268292683,2.2766481391072007,1,9,8.0
4.0,14,6.804878048780488,2.6938257777873407,1,9,8.0
4.0,15,7.008130081300813,2.320598901496913,1,9,8.0
4.0,16,6.146341463414634,3.1354214474196005,1,9,8.0
4.0,17,5.991869918699187,3.315378807719846,1,9,8.0
4.0,18,6.626016260162602,2.7051813489821677,1,9,8.0
4.0,19,6.780487804878049,2.774404633713578,1,9,8.0
4.0,20,5.666666666666667,3.379462239369217,1,9,8.0
8.0,0,4.902439024390244,2.0780454015549394,1,7,3.0
8.0,1,4.9105691056910565,2.072490107873724,1,7,3.0
8.0,2,4.9105691056910565,2.072490107873724,1,7,3.0
8.0,3,5.065040650406504,2.14529541470791,1,9,7.0
8.0,4,5.146341463414634,2.164099505413803,1,9,7.0
8.0,5,5.471544715447155,2.215168288215432,1,9,7.0
8.0,6,6.032520325203252,2.315078723830859,1,9,7.0
8.0,7,7.065040650406504,2.275096241518162,1,9,7.0
8.0,8,7.032520325203252,2.056317571911185,1,9,8.0
8.0,9,7.056910569105691,2.085472046293354,1,9,8.0
8.0,10,7.59349593495935,1.6783940332118215,1,9,8.0
8.0,11,7.520325203252033,1.8919570641851906,1,10,8.0
8.0,12,7.373983739837398,1.8791276925689062,1,10,8.0
8.0,13,7.471544715447155,1.8524472216637413,1,10,8.0
8.0,14,7.4471544715447155,1.7658103235890814,1,10,8.0
8.0,15,7.471544715447155,1.7756328968735489,1,10,8.0
8.0,16,7.284552845528455,1.7392306816485668,1,10,8.0
8.0,17,7.170731707317073,1.8891724143220987,1,10,8.0
8.0,18,7.2439024390243905,2.0698517544707893,1,10,8.0
8.0,19,7.284552845528455,2.046669927032018,1,10,8.0
8.0,20,7.569105691056911,1.820112142163035,1,10,8.0
