param_value,timestep,communication_style,mean_ranking,std_ranking,count
0.3,10,Assertive,8.125,0.8547711991035387,72
0.3,10,Passive,7.931506849315069,1.4369022150608854,73
0.3,10,Passive-Aggressive,7.66,1.6113120525249742,50
0.3,11,Aggressive,8.208333333333334,0.7133479152748333,48
0.3,11,Assertive,8.13888888888889,0.8442941139559837,72
0.3,11,Passive,7.945205479452055,1.2459981603217212,73
0.3,11,Passive-Aggressive,7.84,1.6457738084473907,50
0.3,12,Aggressive,8.166666666666666,0.833687867845579,48
0.3,12,Assertive,7.958333333333333,0.9106181154098989,72
0.3,12,Passive,7.821917808219178,1.2730373320159312,73
0.3,12,Passive-Aggressive,7.28,1.726622277684357,50
0.3,13,Aggressive,8.208333333333334,1.2709241625487946,48
0.3,13,Assertive,7.805555555555555,1.095945008501267,72
0.3,13,Passive,7.5479452054794525,1.3948426423635962,73
0.3,13,Passive-Aggressive,7.58,1.6913947873073907,50
0.3,14,Aggressive,7.520833333333333,1.7743993090061265,48
0.3,14,Assertive,7.875,0.9484977002206931,72
0.3,14,Passive,7.671232876712328,1.2366486355440651,73
0.3,14,Passive-Aggressive,7.34,1.7096365528547706,50
0.3,15,Aggressive,7.9375,1.3590711784469218,48
0.3,15,Assertive,7.875,1.331498150184093,72
0.3,15,Passive,7.575342465753424,1.4899460115049112,73
0.3,15,Passive-Aggressive,7.36,1.7233095828571685,50
0.3,16,Aggressive,7.5,1.443989744762311,48
0.3,16,Assertive,8.069444444444445,0.8932672878675983,72
0.3,16,Passive,7.739726027397261,1.3947062341052523,73
0.3,16,Passive-Aggressive,7.26,2.1074212891104427,50
0.3,17,Aggressive,7.604166666666667,1.5538501712230586,48
0.3,17,Assertive,7.722222222222222,1.5764304679700558,72
0.3,17,Passive,7.232876712328767,1.9966676957788492,73
0.3,17,Passive-Aggressive,6.78,2.4014451431398975,50
0.3,18,Aggressive,7.333333333333333,2.0035429611473567,48
0.3,18,Assertive,7.291666666666667,2.0240629896116116,72
0.3,18,Passive,7.301369863013699,2.1126926704172346,73
0.3,18,Passive-Aggressive,6.88,2.3529399759900897,50
0.3,19,Aggressive,7.104166666666667,2.1560363883296167,48
0.3,19,Assertive,7.375,2.0448320293288185,72
0.3,19,Passive,6.821917808219178,2.341310564580733,73
0.3,19,Passive-Aggressive,6.76,2.5837798604654663,50
0.3,20,Aggressive,7.375,1.733585633574578,48
0.3,20,Assertive,7.208333333333333,2.148943402344248,72
0.3,20,Passive,7.013698630136986,2.276041585033905,73
0.3,20,Passive-Aggressive,6.62,2.4485730955153517,50
0.5,0,Aggressive,5.0,2.0211646105596452,48
0.5,0,Assertive,4.891891891891892,2.090864457570925,74
0.5,0,Passive,5.0,2.014035259912054,72
0.5,0,Passive-Aggressive,4.918367346938775,2.080031396937291,49
0.5,1,Aggressive,5.0,2.0211646105596452,48
0.5,1,Assertive,4.95945945945946,2.10959445034094,74
0.5,1,Passive,5.0,2.014035259912054,72
0.5,1,Passive-Aggressive,4.918367346938775,2.080031396937291,49
0.5,2,Aggressive,5.104166666666667,2.013143866431397,48
0.5,2,Assertive,5.6891891891891895,2.238674238758017,74
0.5,2,Passive,5.708333333333333,2.0924916073333635,72
0.5,2,Passive-Aggressive,5.530612244897959,2.170848920126319,49
0.5,3,Aggressive,5.8125,2.1502721252822767,48
0.5,3,Assertive,6.716216216216216,2.0171882660166727,74
0.5,3,Passive,6.527777777777778,2.213735751640373,72
0.5,3,Passive-Aggressive,5.755102040816326,2.1265250629930073,49
0.5,4,Aggressive,6.354166666666667,2.197576840893443,48
0.5,4,Assertive,7.297297297297297,1.7959599236591715,74
0.5,4,Passive,6.861111111111111,1.8787586218861174,72
0.5,4,Passive-Aggressive,6.571428571428571,2.263846284534354,49
0.5,5,Aggressive,6.770833333333333,2.165882291190078,48
0.5,5,Assertive,7.324324324324325,1.7368536196561155,74
0.5,5,Passive,7.208333333333333,1.5099435676424429,72
0.5,5,Passive-Aggressive,7.122448979591836,1.9539772800327937,49
0.5,6,Aggressive,6.9375,2.0875135367123843,48
0.5,6,Assertive,7.5675675675675675,1.6224544325752401,74
0.5,6,Passive,7.263888888888889,1.3107685688181434,72
0.5,6,Passive-Aggressive,7.1020408163265305,1.6487987794045655,49
0.5,7,Aggressive,7.0625,2.077296217314248,48
0.5,7,Assertive,7.54054054054054,1.631783537125124,74
0.5,7,Passive,7.625,1.1437213784612472,72
0.5,7,Passive-Aggressive,7.204081632653061,1.6829982154468495,49
0.5,8,Aggressive,7.604166666666667,1.6978031278663932,48
0.5,8,Assertive,7.9324324324324325,1.3881206481168156,74
0.5,8,Passive,7.652777777777778,1.2004661327323005,72
0.5,8,Passive-Aggressive,7.224489795918367,1.418116505005392,49
0.5,9,Aggressive,7.645833333333333,2.00520156925266,48
0.5,9,Assertive,8.013513513513514,1.5304511219902404,74
0.5,9,Passive,7.819444444444445,1.1906488808349378,72
0.5,9,Passive-Aggressive,7.428571428571429,1.4288690166235207,49
0.5,10,Aggressive,7.625,1.770022238110091,48
0.5,10,Assertive,7.621621621621622,1.5143397015137974,74
0.5,10,Passive,7.805555555555555,0.8823606124432554,72
0.5,10,Passive-Aggressive,7.571428571428571,1.2583057392117916,49
0.5,11,Aggressive,7.6875,1.9368349922577408,48
0.5,11,Assertive,7.972972972972973,1.4331971441689568,74
0.5,11,Passive,7.638888888888889,1.66408250367274,72
0.5,11,Passive-Aggressive,7.244897959183674,2.0055195944037583,49
0.5,12,Aggressive,7.75,1.7564470908566312,48
0.5,12,Assertive,7.472972972972973,1.814877428767936,74
0.5,12,Passive,7.013888888888889,2.010486981547853,72
0.5,12,Passive-Aggressive,7.36734693877551,1.7523065460393958,49
0.5,13,Aggressive,7.354166666666667,1.9622998158731726,48
0.5,13,Assertive,7.594594594594595,1.8201228237866285,74
0.5,13,Passive,7.305555555555555,1.7573899411686678,72
0.5,13,Passive-Aggressive,7.326530612244898,1.7125487231759868,49
0.5,14,Aggressive,7.5625,1.749239956533098,48
0.5,14,Assertive,7.45945945945946,1.7295908866897545,74
0.5,14,Passive,7.361111111111111,1.7223105636386495,72
0.5,14,Passive-Aggressive,6.8979591836734695,2.064026182399984,49
0.5,15,Aggressive,6.5625,2.491741679176371,48
0.5,15,Assertive,7.0,2.2083279486451115,74
0.5,15,Passive,7.055555555555555,2.128868567373712,72
0.5,15,Passive-Aggressive,6.63265306122449,2.1281239542437027,49
0.5,16,Aggressive,7.333333333333333,1.982190206358713,48
0.5,16,Assertive,7.283783783783784,1.8764603100188126,74
0.5,16,Passive,7.638888888888889,1.3247966153291157,72
0.5,16,Passive-Aggressive,7.428571428571429,1.6832508230603465,49
0.5,17,Aggressive,7.854166666666667,1.901730268514543,48
0.5,17,Assertive,7.824324324324325,1.483776264455617,74
0.5,17,Passive,7.944444444444445,1.1735211117346855,72
0.5,17,Passive-Aggressive,7.938775510204081,1.5733213708757732,49
0.5,18,Aggressive,7.875,1.2985261694574959,48
0.5,18,Assertive,7.743243243243243,1.4050867550928243,74
0.5,18,Passive,7.930555555555555,1.011572320820608,72
0.5,18,Passive-Aggressive,7.816326530612245,1.3643293436055421,49
0.5,19,Aggressive,7.895833333333333,1.6661790066705027,48
0.5,19,Assertive,7.837837837837838,1.4899391090530076,74
0.5,19,Passive,8.027777777777779,1.0205248887280023,72
0.5,19,Passive-Aggressive,7.510204081632653,1.7454995581446,49
0.5,20,Aggressive,7.833333333333333,1.6155274921876706,48
0.5,20,Assertive,7.364864864864865,2.0039298672845782,74
0.5,20,Passive,7.652777777777778,1.5026710698911956,72
0.5,20,Passive-Aggressive,7.204081632653061,1.9682859700419413,49
0.7,0,Aggressive,5.0,2.0211646105596452,48
0.7,0,Assertive,4.891891891891892,2.090864457570925,74
0.7,0,Passive,4.945205479452055,2.0540637970111297,73
0.7,0,Passive-Aggressive,5.0,2.0211646105596452,48
0.7,1,Aggressive,5.0,2.0211646105596452,48
0.7,1,Assertive,4.891891891891892,2.090864457570925,74
0.7,1,Passive,4.945205479452055,2.0540637970111297,73
0.7,1,Passive-Aggressive,5.0,2.0211646105596452,48
0.7,2,Aggressive,5.104166666666667,2.0446045586906134,48
0.7,2,Assertive,5.445945945945946,2.329923814921747,74
0.7,2,Passive,5.219178082191781,2.10321562892043,73
0.7,2,Passive-Aggressive,5.3125,2.184629575689829,48
0.7,3,Aggressive,5.520833333333333,2.212051934034381,48
0.7,3,Assertive,5.6891891891891895,2.40391048813179,74
0.7,3,Passive,5.63013698630137,2.251584931375307,73
0.7,3,Passive-Aggressive,5.479166666666667,2.1634250163614266,48
0.7,4,Aggressive,5.666666666666667,2.3640330966950325,48
0.7,4,Assertive,6.45945945945946,2.2402861191361745,74
0.7,4,Passive,5.863013698630137,2.3052781737011854,73
0.7,4,Passive-Aggressive,5.916666666666667,2.2297154988190218,48
0.7,5,Aggressive,6.083333333333333,2.267563443794067,48
0.7,5,Assertive,6.513513513513513,2.1786211753864597,74
0.7,5,Passive,6.671232876712328,2.186160983960925,73
0.7,5,Passive-Aggressive,6.1875,2.100215287850069,48
0.7,6,Aggressive,6.25,2.292448287080031,48
0.7,6,Assertive,6.702702702702703,2.1308544156137326,74
0.7,6,Passive,6.835616438356165,2.0548972577056084,73
0.7,6,Passive-Aggressive,6.5625,1.8895710421691632,48
0.7,7,Aggressive,6.354166666666667,2.108640616185449,48
0.7,7,Assertive,6.918918918918919,1.9914664298654414,74
0.7,7,Passive,6.767123287671233,1.9615792103501526,73
0.7,7,Passive-Aggressive,7.0625,1.5354845378438189,48
0.7,8,Aggressive,6.6875,2.3077690249113814,48
0.7,8,Assertive,7.054054054054054,2.163785950798681,74
0.7,8,Passive,6.945205479452055,2.0336776413331705,73
0.7,8,Passive-Aggressive,7.479166666666667,1.5708729560252896,48
0.7,9,Aggressive,7.125,1.8864015050613887,48
0.7,9,Assertive,7.081081081081081,1.885465363556546,74
0.7,9,Passive,6.7534246575342465,1.94208380295931,73
0.7,9,Passive-Aggressive,7.3125,1.5180649777251778,48
0.7,10,Aggressive,7.1875,1.953243347478262,48
0.7,10,Assertive,6.797297297297297,2.24511481678344,74
0.7,10,Passive,6.684931506849315,2.1270526839369848,73
0.7,10,Passive-Aggressive,6.895833333333333,1.7653832485283174,48
0.7,11,Aggressive,7.291666666666667,1.6105811470415499,48
0.7,11,Assertive,7.243243243243243,1.7106500471627242,74
0.7,11,Passive,7.219178082191781,1.4836757595623569,73
0.7,11,Passive-Aggressive,7.229166666666667,1.4178134699109728,48
0.7,12,Aggressive,6.770833333333333,2.553592241007427,48
0.7,12,Assertive,7.216216216216216,2.0757587836626414,74
