param_value,timestep,mean_ranking,std_ranking,min_ranking,max_ranking,median_ranking
0.1,0,5.575,2.839287696209867,1,10,5.0
0.1,1,6.383333333333334,2.6700433802957333,1,10,7.0
0.1,2,6.366666666666666,2.6849513190063936,1,10,7.0
0.1,3,6.858333333333333,2.4332978394249523,1,10,8.0
0.1,4,7.15,2.1795458628042734,1,10,8.0
0.1,5,7.308333333333334,2.1451365094692,1,10,8.0
0.1,6,7.625,1.9491972060053742,1,10,8.0
0.1,7,7.783333333333333,1.7689351748046236,1,10,8.0
0.1,8,8.016666666666667,1.4723406925185278,2,10,8.0
0.1,9,8.15,1.3070590504428397,3,10,8.0
0.1,10,8.175,1.1643334010959077,3,10,8.0
0.3,0,5.516666666666667,2.9788705020170174,1,10,6.0
0.3,1,6.325,2.913782086982513,1,10,8.0
0.3,2,6.208333333333333,2.7831903383318486,1,10,7.0
0.3,3,6.85,2.1562884389461376,1,10,8.0
0.3,4,6.95,2.1058142799194344,1,10,8.0
0.3,5,7.283333333333333,1.9923523250456594,1,10,8.0
0.3,6,7.391666666666667,2.0179689986597467,1,10,8.0
0.3,7,7.816666666666666,1.603480108820734,1,10,8.0
0.3,8,7.8,1.4872002911115751,1,10,8.0
0.3,9,7.675,1.5016097804599933,1,10,8.0
0.3,10,7.808333333333334,1.298323633653444,1,10,8.0
0.5,0,5.983333333333333,2.7804338375386624,1,10,6.0
0.5,1,6.566666666666666,2.6273715444323815,1,10,8.0
0.5,2,7.1,2.193956557945316,1,10,8.0
0.5,3,7.45,1.8645295889943103,1,10,8.0
0.5,4,7.408333333333333,1.840240363060634,1,10,8.0
0.5,5,7.533333333333333,1.7913580282663129,1,10,8.0
0.5,6,7.65,1.7034320274871282,1,10,8.0
0.5,7,7.683333333333334,1.7392325813383318,1,10,8.0
0.5,8,7.725,1.6190177538850399,1,10,8.0
0.5,9,7.858333333333333,1.3676688953408693,1,10,8.0
0.5,10,8.041666666666666,1.3245949647829298,1,10,8.0
0.7,0,5.2,2.9579688693312467,1,10,5.0
0.7,1,5.708333333333333,2.9545459442517865,1,10,7.0
0.7,2,6.658333333333333,2.57817547803058,1,10,8.0
0.7,3,6.916666666666667,2.5555454065482723,1,10,8.0
0.7,4,6.941666666666666,2.4401950374362067,1,10,8.0
0.7,5,7.116666666666666,2.5410357622627107,1,10,8.0
0.7,6,7.216666666666667,2.3911016178277986,1,10,8.0
0.7,7,7.65,2.2366316210774095,1,10,8.0
0.7,8,7.816666666666666,2.0291296032483257,1,10,8.0
0.7,9,7.808333333333334,1.8665378607020462,1,9,8.0
0.7,10,8.1,1.8075472029123605,1,10,9.0
